WP, 14, 2020092012, 01, CARQ,   0, 239N, 1339E,  35, 1003, XX,  34, NEQ,   20,   40,    0,    0, 1008,  145,  40,   0,   0,   W,   0,   X, 335,   4,   FOURTEEN, M,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP142020, JTWC, NCEP_TCVITALS, 
WP, 14, 2020092012, 01, CARQ,   0, 239N, 1339E,  35, 1003, XX,  50, NEQ,    0,    0,    0,    0, 1008,  145,  40,   0,   0,   W,   0,   X, 335,   4,   FOURTEEN, M,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP142020, JTWC, NCEP_TCVITALS, 
WP, 14, 2020092012, 01, CARQ,   0, 239N, 1339E,  35, 1003, XX,  64, NEQ,    0,    0,    0,    0, 1008,  145,  40,   0,   0,   W,   0,   X, 335,   4,   FOURTEEN, M,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP142020, JTWC, NCEP_TCVITALS, 
WP, 14, 2020092012, 03, AC00, 000, 245N, 1343E,  31, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 14, 2020092012, 03, AC00, 006, 254N, 1344E,  29, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 14, 2020092012, 03, AC00, 012, 259N, 1344E,  32, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 14, 2020092012, 03, AC00, 018, 259N, 1346E,  29,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 14, 2020092012, 03, AC00, 024, 262N, 1349E,  33,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 14, 2020092012, 03, AC00, 030, 271N, 1351E,  35,  997, XX,  34, NEQ, 0057, 0077, 0000, 0000
WP, 14, 2020092012, 03, AC00, 036, 278N, 1353E,  39,  997, XX,  34, NEQ, 0091, 0097, 0000, 0000
WP, 14, 2020092012, 03, AC00, 042, 288N, 1352E,  38,  994, XX,  34, NEQ, 0098, 0106, 0000, 0000
WP, 14, 2020092012, 03, AC00, 048, 294N, 1350E,  35,  996, XX,  34, NEQ, 0104, 0108, 0000, 0000
WP, 14, 2020092012, 03, AC00, 054, 302N, 1352E,  34,  996, XX,  34, NEQ, 0097, 0000, 0000, 0152
WP, 14, 2020092012, 03, AC00, 060, 312N, 1356E,  43,  998, XX,  34, NEQ, 0261, 0000, 0134, 0118
WP, 14, 2020092012, 03, AC00, 066, 326N, 1367E,  48,  997, XX,  34, NEQ, 0182, 0090, 0153, 0069
WP, 14, 2020092012, 03, AC00, 072, 332N, 1377E,  47,  998, XX,  34, NEQ, 0144, 0000, 0148, 0057
WP, 14, 2020092012, 03, AC00, 078, 339N, 1385E,  37,  996, XX,  34, NEQ, 0215, 0000, 0097, 0000
WP, 14, 2020092012, 03, AC00, 084, 353N, 1398E,  38,  998, XX,  34, NEQ, 0283, 0000, 0052, 0000
WP, 14, 2020092012, 03, AC00, 090, 364N, 1410E,  46,  995, XX,  34, NEQ, 0313, 0000, 0000, 0033
WP, 14, 2020092012, 03, AC00, 096, 374N, 1420E,  47,  994, XX,  34, NEQ, 0406, 0000, 0086, 0047
WP, 14, 2020092012, 03, AC00, 102, 383N, 1434E,  48,  993, XX,  34, NEQ, 0384, 0000, 0144, 0195
WP, 14, 2020092012, 03, AC00, 108, 395N, 1450E,  43,  994, XX,  34, NEQ, 0451, 0000, 0167, 0182
WP, 14, 2020092012, 03, AC00, 114, 407N, 1463E,  45,  994, XX,  34, NEQ, 0444, 0000, 0221, 0155
WP, 14, 2020092012, 03, AC00, 120, 415N, 1478E,  46,  996, XX,  34, NEQ, 0417, 0000, 0175, 0154
