SH, 26, 2020041418, 01, CARQ,   0, 148S, 0862E,  40,  999, XX,  34, NEQ,   70,   75,   30,    0, 1010,  190,  30,   0,   0,   S,   0,   X, 240,   9,  TWENTY-SI, M,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, SH262020, JTWC, NCEP_TCVITALS, 
SH, 26, 2020041418, 01, CARQ,   0, 148S, 0862E,  40,  999, XX,  50, NEQ,    0,    0,    0,    0, 1010,  190,  30,   0,   0,   S,   0,   X, 240,   9,  TWENTY-SI, M,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, SH262020, JTWC, NCEP_TCVITALS, 
SH, 26, 2020041418, 01, CARQ,   0, 148S, 0862E,  40,  999, XX,  64, NEQ,    0,    0,    0,    0, 1010,  190,  30,   0,   0,   S,   0,   X, 240,   9,  TWENTY-SI, M,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, SH262020, JTWC, NCEP_TCVITALS, 
SH, 26, 2020041418, 03, AC00, 000, 149S,  863E,  43, 1001, XX,  34, NEQ, 0049, 0079, 0042, 0000
SH, 26, 2020041418, 03, AC00, 006, 155S,  855E,  38, 1002, XX,  34, NEQ, 0000, 0085, 0000, 0000
SH, 26, 2020041418, 03, AC00, 012, 159S,  846E,  38, 1003, XX,  34, NEQ, 0000, 0092, 0070, 0000
SH, 26, 2020041418, 03, AC00, 018, 163S,  840E,  35, 1003, XX,  34, NEQ, 0000, 0000, 0079, 0000
SH, 26, 2020041418, 03, AC00, 024, 167S,  835E,  33, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 26, 2020041418, 03, AC00, 030, 174S,  829E,  31, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 26, 2020041418, 03, AC00, 036, 180S,  821E,  29, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 26, 2020041418, 03, AC00, 042, 184S,  815E,  31, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 26, 2020041418, 03, AC00, 048, 183S,  809E,  27, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 26, 2020041418, 03, AC00, 054, 182S,  804E,  25, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 26, 2020041418, 03, AC00, 060, 181S,  801E,  24, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 26, 2020041418, 03, AC00, 066, 178S,  799E,  26, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 26, 2020041418, 03, AC00, 072, 172S,  795E,  27, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 26, 2020041418, 03, AC00, 078, 165S,  786E,  27, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 26, 2020041418, 03, AC00, 084, 160S,  780E,  26, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 26, 2020041418, 03, AC00, 090, 155S,  766E,  24, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 26, 2020041418, 03, AC00, 096, 146S,  751E,  21, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 26, 2020041418, 03, AC00, 102, 150S,  738E,  21, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 26, 2020041418, 03, AEMN, 000, 149S,  863E,  43, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 26, 2020041418, 03, AEMN, 006, 155S,  855E,  38, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 26, 2020041418, 03, AEMN, 012, 160S,  846E,  37, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 26, 2020041418, 03, AEMN, 018, 165S,  840E,  35, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 26, 2020041418, 03, AEMN, 024, 169S,  833E,  34, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 26, 2020041418, 03, AEMN, 030, 175S,  827E,  33, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 26, 2020041418, 03, AEMN, 036, 180S,  819E,  31, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 26, 2020041418, 03, AEMN, 042, 183S,  813E,  31, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 26, 2020041418, 03, AEMN, 048, 184S,  810E,  30, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 26, 2020041418, 03, AEMN, 054, 185S,  808E,  29, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
