IO, 01, 2018051618, 01, CARQ,   0, 132N, 0495E,  35, 1002, XX,  34, NEQ,    0,   30,   40,   50, 1005,  160,  50,   0,   0,   A,   0,   X, 290,  11,        ONE, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, IO012018, JTWC, NCEP_TCVITALS, 
IO, 01, 2018051618, 01, CARQ,   0, 132N, 0495E,  35, 1002, XX,  50, NEQ,    0,    0,    0,    0, 1005,  160,  50,   0,   0,   A,   0,   X, 290,  11,        ONE, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, IO012018, JTWC, NCEP_TCVITALS, 
IO, 01, 2018051618, 01, CARQ,   0, 132N, 0495E,  35, 1002, XX,  64, NEQ,    0,    0,    0,    0, 1005,  160,  50,   0,   0,   A,   0,   X, 290,  11,        ONE, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, IO012018, JTWC, NCEP_TCVITALS, 
IO, 01, 2018051618, 03, AC00, 000, 132N,  494E,  29, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 01, 2018051618, 03, AC00, 006, 129N,  496E,  21, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 01, 2018051618, 03, AC00, 012, 129N,  495E,  23, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 01, 2018051618, 03, AC00, 018, 129N,  496E,  22, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 01, 2018051618, 03, AC00, 024, 130N,  493E,  21, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 01, 2018051618, 03, AC00, 030, 128N,  484E,  21, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 01, 2018051618, 03, AC00, 036, 126N,  476E,  22, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 01, 2018051618, 03, AC00, 042, 120N,  469E,  24, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 01, 2018051618, 03, AC00, 048, 116N,  458E,  22, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 01, 2018051618, 03, AC00, 054, 113N,  448E,  18, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 01, 2018051618, 03, AC00, 060, 110N,  443E,  19, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 01, 2018051618, 03, AC00, 066, 106N,  441E,  17, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 01, 2018051618, 03, AC00, 072, 103N,  437E,  13, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 01, 2018051618, 03, AC00, 078,  95N,  434E,  15, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 01, 2018051618, 03, AC00, 084,  98N,  432E,  18, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 01, 2018051618, 03, AC00, 090,  98N,  427E,  17, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 01, 2018051618, 03, AC00, 096,  97N,  420E,  14, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 01, 2018051618, 03, AC00, 102,  94N,  413E,  15, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 01, 2018051618, 03, AC00, 108,  88N,  410E,  14, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 01, 2018051618, 03, AC00, 114,  86N,  412E,  14, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 01, 2018051618, 03, AEMN, 000, 132N,  495E,  29, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000,    6,    1,   4
IO, 01, 2018051618, 03, AEMN, 006, 129N,  496E,  22, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,   16,    1,   2
IO, 01, 2018051618, 03, AEMN, 012, 128N,  495E,  24, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,   25,    1,   2
IO, 01, 2018051618, 03, AEMN, 018, 128N,  495E,  22, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,   35,    1,   2
IO, 01, 2018051618, 03, AEMN, 024, 129N,  491E,  22, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,   41,    1,   2
IO, 01, 2018051618, 03, AEMN, 030, 127N,  483E,  21, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,   45,    1,   2
IO, 01, 2018051618, 03, AEMN, 036, 124N,  476E,  22, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,   47,    1,   2
IO, 01, 2018051618, 03, AEMN, 042, 120N,  468E,  23, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,   51,    1,   3
IO, 01, 2018051618, 03, AEMN, 048, 114N,  459E,  21, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,   54,    1,   4
IO, 01, 2018051618, 03, AEMN, 054, 111N,  452E,  20, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,   65,    1,   5
IO, 01, 2018051618, 03, AEMN, 060, 106N,  447E,  22, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,   55,    1,   4
IO, 01, 2018051618, 03, AEMN, 066, 103N,  445E,  20, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,   61,    1,   4
IO, 01, 2018051618, 03, AEMN, 072,  99N,  439E,  17, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,   68,    1,   5
IO, 01, 2018051618, 03, AEMN, 078,  96N,  435E,  18, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,   86,    1,   6
IO, 01, 2018051618, 03, AEMN, 084,  95N,  432E,  21, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,   92,    2,   7
IO, 01, 2018051618, 03, AEMN, 090,  93N,  429E,  22, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,  102,    2,   7
IO, 01, 2018051618, 03, AEMN, 096,  91N,  424E,  17, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,   99,    2,   9
IO, 01, 2018051618, 03, AEMN, 102,  95N,  422E,  18, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,   88,    2,   7
