CP, 82, 2013072318, 01, CARQ, -24, 180N, 1415W,  30,    0, TD,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     TESTGF,  , 
CP, 82, 2013072318, 01, CARQ, -18, 181N, 1427W,  30,    0, TD,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     TESTGF,  , 
CP, 82, 2013072318, 01, CARQ, -12, 182N, 1436W,  30,    0, TD,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X, 278,   7,     TESTGF,  , 
CP, 82, 2013072318, 01, CARQ,  -6, 183N, 1442W,  30,    0, TD,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     TESTGF,  , 
CP, 82, 2013072318, 01, CARQ,   0, 183N, 1448W,  30, 1009, TD,  34, NEQ,    0,    0,    0,    0, 1010,  150,  25,   0,   0,   C,   0,   X, 275,   7,     TESTGF, S , 
CP, 82, 2013072318, 01, CARQ,   0, 183N, 1448W,  30, 1009, TD,  50, NEQ,    0,    0,    0,    0, 1010,  150,  25,   0,   0,   C,   0,   X, 275,   7,     TESTGF, S , 
CP, 82, 2013072318, 01, CARQ,   0, 183N, 1448W,  30, 1009, TD,  64, NEQ,    0,    0,    0,    0, 1010,  150,  25,   0,   0,   C,   0,   X, 275,   7,     TESTGF, S , 
CP, 82, 2013072318, 03, BAMD,  12, 184N, 1460W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2013072318, 03, BAMD,  24, 185N, 1471W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2013072318, 03, BAMD,  36, 187N, 1482W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2013072318, 03, BAMD,  48, 189N, 1493W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2013072318, 03, BAMD,  60, 193N, 1507W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2013072318, 03, BAMD,  72, 198N, 1525W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2013072318, 03, BAMD,  84, 205N, 1547W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2013072318, 03, BAMD,  96, 213N, 1569W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2013072318, 03, BAMD, 108, 226N, 1589W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2013072318, 03, BAMD, 120, 243N, 1603W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2013072318, 03, BAMD, 132, 261N, 1609W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
